"event_facebook_id","event_tag_id"
"1016846178357848","4"
"1016846178357848","6"
"1016846178357848","25"
"1016846178357848","27"
"1016846178357848","26"
"1016846178357848","46"
"1016846178357848","49"
"101703520161849","2"
"101703520161849","5"
"101703520161849","6"
"101703520161849","16"
"101703520161849","52"
"101703520161849","35"
"101703520161849","38"
"101703520161849","40"
"101703520161849","53"
"101703520161849","50"
"1017750488323595","3"
"1017750488323595","5"
"1017750488323595","6"
"1017750488323595","8"
"1017750488323595","16"
"1017750488323595","40"
"1017750488323595","51"
"1017909844961551","2"
"1017909844961551","4"
"1017909844961551","6"
"1017909844961551","25"
"1017909844961551","58"
"1017909844961551","30"
"1017909844961551","51"
"101814433512143","2"
"101814433512143","4"
"101814433512143","6"
"101814433512143","16"
"101814433512143","29"
"101814433512143","40"
"101814433512143","51"
"1018163958193886","2"
"1018163958193886","4"
"1018163958193886","6"
"1018163958193886","27"
"1018163958193886","51"
"1018163958193886","35"
"1018163958193886","60"
"101833626832489","2"
"101833626832489","4"
"101833626832489","6"
"101833626832489","28"
"101833626832489","29"
"101833626832489","46"
"101833626832489","51"
"1018408781613147","2"
"1018408781613147","4"
"1018408781613147","6"
"1018408781613147","28"
"1018408781613147","46"
"1018408781613147","51"
"1018436811609684","2"
"1018436811609684","4"
"1018436811609684","6"
"1018436811609684","16"
"1018436811609684","40"
"1018436811609684","51"
"1018506531500952","2"
"1018506531500952","5"
"1018506531500952","6"
"1018506531500952","29"
"1018506531500952","22"
"1018506531500952","32"
"1018506531500952","46"
"1018506531500952","51"
"1018823184814414","2"
"1018823184814414","4"
"1018823184814414","6"
"1018823184814414","26"
"1018823184814414","40"
"1018823184814414","47"
"1018823184814414","51"
"1019348418156434","2"
"1019348418156434","4"
"1019348418156434","6"
"1019348418156434","28"
"1019348418156434","30"
"1019348418156434","46"
"1019348418156434","31"
"1019348418156434","35"
"1019348418156434","51"
"1019455034793546","2"
"1019455034793546","4"
"1019455034793546","6"
"1019455034793546","26"
"1019455034793546","29"
"1019455034793546","31"
"1019455034793546","35"
"1019455034793546","46"
"1019455034793546","51"
"1019760851393397","3"
"1019760851393397","4"
"1019760851393397","6"
"1019760851393397","28"
"1019760851393397","46"
"1019760851393397","53"
"1019760851393397","51"
"1019794658040313","2"
"1019794658040313","5"
"1019794658040313","6"
"1019794658040313","10"
"1019794658040313","22"
"1019794658040313","25"
"1019794658040313","27"
"1019794658040313","32"
"1019794658040313","46"
"1019794658040313","49"
"1020018858115493","2"
"1020018858115493","4"
"1020018858115493","6"
"1020018858115493","28"
"1020018858115493","46"
"1020018858115493","51"
"102032636645494","2"
"102032636645494","5"
"102032636645494","6"
"102032636645494","22"
"102032636645494","32"
"102032636645494","51"
"1020704004617688","2"
"1020704004617688","4"
"1020704004617688","6"
"1020704004617688","16"
"1020704004617688","40"
"1020704004617688","51"
"1020724457947795","3"
"1020724457947795","4"
"1020724457947795","6"
"1020724457947795","25"
"1020724457947795","57"
"1020724457947795","44"
"1020724457947795","38"
"1020724457947795","59"
"1020724457947795","51"
"1020841877943110","2"
"1020841877943110","5"
"1020841877943110","6"
"1020841877943110","22"
"1020841877943110","32"
"1020841877943110","45"
"1020841877943110","44"
"1020841877943110","46"
"1020841877943110","51"
"1020947007955794","2"
"1020947007955794","4"
"1020947007955794","6"
"1020947007955794","28"
"1020947007955794","46"
"1020947007955794","49"
"1021366911228982","2"
"1021366911228982","4"
"1021366911228982","6"
"1021366911228982","28"
"1021366911228982","46"
"1021366911228982","51"
"1021525051263072","3"
"1021525051263072","5"
"1021525051263072","6"
"1021525051263072","16"
"1021525051263072","40"
"1021525051263072","51"
"102247963441256","2"
"102247963441256","4"
"102247963441256","6"
"102247963441256","22"
"102247963441256","32"
"102247963441256","45"
"102247963441256","44"
"102247963441256","50"
"1022545561149175","28"
"1022545561149175","4"
"1022545561149175","3"
"1022545561149175","6"
"1022545561149175","46"
"1023188254381251","2"
"1023188254381251","4"
"1023188254381251","23"
"1023188254381251","58"
"1023188254381251","30"
"1023188254381251","19"
"1023593027726232","3"
"1023593027726232","4"
"1023593027726232","6"
"1023593027726232","25"
"1023593027726232","38"
"1023593027726232","51"
"1023777174321852","2"
"1023777174321852","4"
"1023777174321852","6"
"1023777174321852","43"
"1023777174321852","27"
"1023777174321852","28"
"1023777174321852","51"
"1024101050992540","3"
"1024101050992540","5"
"1024101050992540","6"
"1024101050992540","8"
"1024101050992540","40"
"1024101050992540","51"
"1024400270916458","3"
"1024400270916458","5"
"1024400270916458","6"
"1024400270916458","25"
"1024400270916458","51"
"1024446980909604","2"
"1024446980909604","5"
"1024446980909604","6"
"1024446980909604","16"
"1024446980909604","34"
"1024446980909604","40"
"1024446980909604","51"
"1024483487579845","3"
"1024483487579845","5"
"1024483487579845","6"
"1024483487579845","24"
"1024483487579845","48"
"1024483487579845","51"
"1024520294242071","2"
"1024520294242071","5"
"1024520294242071","6"
"1024520294242071","22"
"1024520294242071","32"
"1024520294242071","50"
"1024537910988302","2"
"1024537910988302","5"
"1024537910988302","6"
"1024537910988302","16"
"1024537910988302","40"
"1024537910988302","51"
"1025134527499237","2"
"1025134527499237","5"
"1025134527499237","6"
"1025134527499237","16"
"1025134527499237","40"
"1025134527499237","51"
"1025157867535518","1"
"1025157867535518","6"
"1025157867535518","26"
"1025157867535518","59"
"1025157867535518","51"
"1023209104474739","3"
"1023209104474739","4"
"1023209104474739","6"
"1023209104474739","14"
"1023209104474739","37"
"1023209104474739","49"
"1025669157464378","2"
"1025669157464378","4"
"1025669157464378","6"
"1025669157464378","25"
"1025669157464378","38"
"1025669157464378","51"
"1025874204192480","3"
"1025874204192480","5"
"1025874204192480","6"
"1025874204192480","10"
"1025874204192480","40"
"1025874204192480","49"
"102630626836363","2"
"102630626836363","5"
"102630626836363","7"
"102630626836363","26"
"102630626836363","46"
"102630626836363","49"
"1026519100802737","3"
"1026519100802737","4"
"1026519100802737","6"
"1026519100802737","26"
"1026519100802737","40"
"1026519100802737","51"
"102652476748675","7"
"102652476748675","3"
"102652476748675","4"
"102652476748675","16"
"102652476748675","40"
"102652476748675","51"
"1026615210706045","3"
"1026615210706045","4"
"1026615210706045","6"
"1026615210706045","25"
"1026615210706045","35"
"1026615210706045","39"
"1026615210706045","51"
"1026798453997038","3"
"1026798453997038","5"
"1026798453997038","6"
"1026798453997038","24"
"1026798453997038","48"
"1026798453997038","49"
"1026806714015343","2"
"1026806714015343","6"
"1026806714015343","5"
"1026806714015343","26"
"1026806714015343","47"
"1026806714015343","51"
"1026520010710229","3"
"1026520010710229","37"
"1026520010710229","5"
"1026520010710229","6"
"1026520010710229","25"
"1026520010710229","26"
"1026520010710229","35"
"1026520010710229","51"
"1027542543941348","2"
"1027542543941348","4"
"1027542543941348","6"
"1027542543941348","27"
"1027542543941348","25"
"1027542543941348","30"
"1027542543941348","31"
"1027542543941348","43"
"1027542543941348","51"
"102780076587553","2"
"102780076587553","4"
"102780076587553","16"
"102780076587553","40"
"102780076587553","51"
"1028067140594350","2"
"1028067140594350","4"
"1028067140594350","6"
"1028067140594350","26"
"1028067140594350","25"
"1028067140594350","20"
"1028067140594350","40"
"1028067140594350","38"
"1028067140594350","51"
"1028134743866414","2"
"1028134743866414","4"
"1028134743866414","6"
"1028134743866414","26"
"1028134743866414","16"
"1028134743866414","25"
"1028134743866414","29"
"1028134743866414","30"
"1028134743866414","31"
"1028134743866414","40"
"1028134743866414","43"
"1028134743866414","47"
"1028134743866414","53"
"1028134743866414","58"
"1028134743866414","48"
"1028134743866414","51"
"1028162093935831","2"
"1028162093935831","4"
"1028162093935831","7"
"1028162093935831","25"
"1028162093935831","26"
"1028162093935831","29"
"1028162093935831","35"
"1028162093935831","51"
"1028367143949047","2"
"1028367143949047","4"
"1028367143949047","6"
"1028367143949047","27"
"1028367143949047","22"
"1028367143949047","30"
"1028367143949047","58"
"1028367143949047","51"
"1029588633801550","3"
"1029588633801550","4"
"1029588633801550","6"
"1029588633801550","26"
"1029588633801550","40"
"1029588633801550","51"
"1029057963846152","1"
"1029057963846152","5"
"1029057963846152","6"
"1029057963846152","16"
"1029057963846152","40"
"1029057963846152","50"
"1030230233730400","2"
"1030230233730400","4"
"1030230233730400","6"
"1030230233730400","7"
"1030230233730400","19"
"1030230233730400","28"
"1030230233730400","26"
"1030230233730400","30"
"1030230233730400","59"
"1030230233730400","58"
"1030230233730400","50"
"1030992250261520","2"
"1030992250261520","4"
"1030992250261520","27"
"1030992250261520","25"
"1030992250261520","58"
"1030992250261520","30"
"1030992250261520","51"
"1031114426965306","1"
"1031114426965306","5"
"1031114426965306","6"
"1031114426965306","10"
"1031114426965306","40"
"1031114426965306","54"
"1031114426965306","49"
"1031243400272789","2"
"1031243400272789","4"
"1031243400272789","6"
"1031243400272789","28"
"1031243400272789","29"
"1031243400272789","46"
"1031243400272789","51"
"1031291293592843","1"
"1031291293592843","4"
"1031291293592843","6"
"1031291293592843","15"
"1031291293592843","44"
"1031291293592843","51"
"1031708123507901","2"
"1031708123507901","6"
"1031708123507901","16"
"1031708123507901","40"
"1031708123507901","50"
"1032198483538529","2"
"1032198483538529","4"
"1032198483538529","7"
"1032198483538529","23"
"1032198483538529","24"
"1032198483538529","16"
"1032198483538529","11"
"1032198483538529","31"
"1032198483538529","29"
"1032198483538529","35"
"1032198483538529","40"
"1032198483538529","42"
"1032198483538529","44"
"1032198483538529","47"
"1032198483538529","58"
"1032198483538529","51"
"1032419776866531","2"
"1032419776866531","4"
"1032419776866531","6"
"1032419776866531","27"
"1032419776866531","59"
"1032419776866531","43"
"1032419776866531","51"
"1032546810172594","2"
"1032546810172594","5"
"1032546810172594","6"
"1032546810172594","22"
"1032546810172594","32"
"1032546810172594","51"
"1032892396797508","4"
"1032892396797508","6"
"1032892396797508","2"
"1032892396797508","27"
"1032892396797508","46"
"1032892396797508","51"
"1033052363393955","3"
"1033052363393955","4"
"1033052363393955","7"
"1033052363393955","8"
"1033052363393955","40"
"1033052363393955","51"
"1033388146691296","3"
"1033388146691296","5"
"1033388146691296","6"
"1033388146691296","24"
"1033388146691296","36"
"1033388146691296","49"
"1033628523333782","3"
"1033628523333782","5"
"1033628523333782","6"
"1033628523333782","24"
"1033628523333782","48"
"1033628523333782","51"
"1034053029982014","2"
"1034053029982014","4"
"1034053029982014","6"
"1034053029982014","28"
"1034053029982014","46"
"1034053029982014","51"
"1034067546607742","2"
"1034067546607742","4"
"1034067546607742","25"
"1034067546607742","52"
"1034067546607742","38"
"1034067546607742","51"
"1034216150032138","1"
"1034216150032138","4"
"1034216150032138","6"
"1034216150032138","25"
"1034216150032138","9"
"1034216150032138","44"
"1034216150032138","51"
"1034265223267946","3"
"1034265223267946","5"
"1034265223267946","6"
"1034265223267946","24"
"1034265223267946","48"
"1034265223267946","51"
"1034363309941211","2"
"1034363309941211","5"
"1034363309941211","6"
"1034363309941211","25"
"1034363309941211","38"
"1034363309941211","50"
"1034396506578774","2"
"1034396506578774","4"
"1034396506578774","7"
"1034396506578774","22"
"1034396506578774","32"
"1034396506578774","49"
"1035315153223463","2"
"1035315153223463","6"
"1035315153223463","24"
"1035315153223463","30"
"1035315153223463","48"
"1035315153223463","58"
"1035315153223463","51"
"1035525113141707","2"
"1035525113141707","4"
"1035525113141707","6"
"1035525113141707","16"
"1035525113141707","40"
"1035525113141707","51"
"1035823059763244","2"
"1035823059763244","4"
"1035823059763244","7"
"1035823059763244","16"
"1035823059763244","40"
"1035823059763244","51"
"1035838626466650","1"
"1035838626466650","4"
"1035838626466650","6"
"1035838626466650","25"
"1035838626466650","27"
"1035838626466650","62"
"1035838626466650","51"
"1035940749816814","3"
"1035940749816814","4"
"1035940749816814","7"
"1035940749816814","22"
"1035940749816814","32"
"1035940749816814","49"
"1036507116363838","2"
"1036507116363838","4"
"1036507116363838","6"
"1036507116363838","25"
"1036507116363838","42"
"1036507116363838","49"
"1036779196334705","2"
"1036779196334705","4"
"1036779196334705","6"
"1036779196334705","18"
"1036779196334705","29"
"1036779196334705","46"
"1036779196334705","51"
"1036939046349022","2"
"1036939046349022","4"
"1036939046349022","6"
"1036939046349022","49"
"1036939046349022","30"
"1036939046349022","42"
"1036939046349022","58"
"1036939046349022","38"
"1036939046349022","25"
"1036939046349022","27"
"1037695402925487","5"
"1037695402925487","6"
"1037695402925487","3"
"1037695402925487","24"
"1037695402925487","48"
"1037695402925487","51"
"1037899542905963","3"
"1037899542905963","6"
"1037899542905963","7"
"1037899542905963","4"
"1037899542905963","16"
"1037899542905963","49"
"1037899542905963","40"
"1037609406268940","3"
"1037609406268940","5"
"1037609406268940","6"
"1037609406268940","24"
"1037609406268940","48"
"1037609406268940","49"
"1037922929608190","3"
"1037922929608190","4"
"1037922929608190","6"
"1037922929608190","25"
"1037922929608190","35"
"1037922929608190","31"
"1037922929608190","44"
"1037922929608190","51"
"1038400929555156","49"
"1038400929555156","2"
"1038400929555156","4"
"1038400929555156","31"
"1038400929555156","25"
"1038400929555156","29"
"1038400929555156","52"
"1038400929555156","27"
"1038400929555156","38"
"1038400929555156","53"
"1038897919473603","3"
"1038897919473603","5"
"1038897919473603","6"
"1038897919473603","24"
"1038897919473603","49"
"1038897919473603","48"
"1038975942784101","49"
"1038975942784101","2"
"1038975942784101","5"
"1038975942784101","22"
"1038975942784101","32"
"1038987679464473","50"
"1038987679464473","3"
"1038987679464473","4"
"1040138116045185","2"
"1040138116045185","5"
"1040138116045185","6"
"1040138116045185","16"
"1040138116045185","40"
"1040138116045185","51"
"1040705646047356","1"
"1040705646047356","49"
"1040705646047356","9"
"1040705646047356","38"
"1040705646047356","58"
"1040707122619289","2"
"1040707122619289","31"
"1040707122619289","38"
"1040707122619289","60"
"1040707122619289","26"
"1040707122619289","30"
"1040707122619289","46"
"1040707122619289","35"
"1040707122619289","33"
"1040707122619289","57"
"1040707122619289","28"
"1040707122619289","29"
"1040707122619289","40"
"1040707122619289","43"
"1040707122619289","51"
"1040707122619289","4"
"1040707122619289","6"
"1038854146211555","1"
"1038854146211555","4"
"1038854146211555","6"
"1038854146211555","7"
"1038854146211555","26"
"1038854146211555","42"
"1038854146211555","63"
"1038854146211555","51"
"1041092545941349","1"
"1041092545941349","4"
"1041092545941349","6"
"1041092545941349","25"
"1041092545941349","52"
"1041092545941349","53"
"1041092545941349","49"
"1041217862563625","3"
"1041217862563625","4"
"1041217862563625","6"
"1041217862563625","22"
"1041217862563625","32"
"1041217862563625","51"
"1041869485870883","2"
"1041869485870883","4"
"1041869485870883","18"
"1041869485870883","46"
"1041869485870883","51"
"1042203609147625","1"
"1042203609147625","4"
"1042203609147625","6"
"1042203609147625","22"
"1042203609147625","32"
"1042203609147625","49"
"1042595455789299","2"
"1042595455789299","4"
"1042595455789299","6"
"1042595455789299","25"
"1042595455789299","58"
"1042595455789299","49"
"1043419369063533","2"
"1043419369063533","4"
"1043419369063533","6"
"1043419369063533","25"
"1043419369063533","27"
"1043419369063533","30"
"1043419369063533","59"
"1043419369063533","51"
"1043640345663959","1"
"1043640345663959","4"
"1043640345663959","6"
"1043640345663959","25"
"1043640345663959","27"
"1043640345663959","49"
"1043777835744531","3"
"1043777835744531","5"
"1043777835744531","6"
"1043777835744531","24"
"1043777835744531","48"
"1043777835744531","51"
"1044061238942092","3"
"1044061238942092","5"
"1044061238942092","6"
"1044061238942092","24"
"1044061238942092","48"
"1044061238942092","51"
"104420619709741","2"
"104420619709741","4"
"104420619709741","6"
"104420619709741","25"
"104420619709741","42"
"104420619709741","37"
"104420619709741","51"
"104430083061899","3"
"104430083061899","4"
"104430083061899","6"
"104430083061899","8"
"104430083061899","40"
"104430083061899","51"
"1044367672260928","3"
"1044367672260928","5"
"1044367672260928","6"
"1044367672260928","24"
"1044367672260928","36"
"1044367672260928","49"
"1044445312285524","2"
"1044445312285524","4"
"1044445312285524","6"
"1044445312285524","25"
"1044445312285524","38"
"1044445312285524","51"
"1044569752249792","1"
"1044569752249792","4"
"1044569752249792","6"
"1044569752249792","16"
"1044569752249792","40"
"1044569752249792","51"
"1044609425589608","2"
"1044609425589608","4"
"1044609425589608","6"
"1044609425589608","7"
"1044609425589608","10"
"1044609425589608","30"
"1044609425589608","58"
"1044609425589608","46"
"1044609425589608","51"
"104517873030243","2"
"104517873030243","5"
"104517873030243","6"
"104517873030243","22"
"104517873030243","10"
"104517873030243","32"
"104517873030243","51"
"104605033224828","3"
"104605033224828","6"
"104605033224828","8"
"104605033224828","40"
"104605033224828","51"
"104630903217217","2"
"104630903217217","5"
"104630903217217","22"
"104630903217217","24"
"104630903217217","40"
"104630903217217","51"
"1047153431987965","3"
"1047153431987965","4"
"1047153431987965","7"
"1047153431987965","26"
"1047153431987965","46"
"1047153431987965","51"
"1047477281933728","2"
